date,from_city,to_city,distance_km,load_kg,delivery_time_hr
2020-08-08,"San Diego, CA","Philadelphia, PA",2563.38,117,22.73
2020-04-30,"Santa Rosa, CA","Nashville, TN",3509.39,457,33.92
2023-01-16,"Denver, CO","Chandler, AZ",4900.8,642,51.91
2023-12-18,"Chattanooga, TN","Bakersfield, CA",1444.27,161,17.46
2022-04-04,"Newark, NJ","Los Angeles, CA",4870.33,323,54.03
2024-01-28,"Newark, NJ","Lansing, MI",1629.79,721,19.35
2020-09-17,"San Antonio, TX","Fremont, CA",3058.34,171,36.62
2022-04-09,"New Haven, CT","Birmingham, AL",422.21,90,4.7
2021-07-29,"Portland, OR","South Bend, IN",2582.46,693,30.98
2021-06-17,"Virginia Beach, VA","Irving, TX",1625.33,759,15.53
2021-11-15,"Milwaukee, WI","Columbia, SC",1004.49,987,9.23
2023-04-20,"Chattanooga, TN","Youngstown, OH",993.36,906,8.5
2021-07-27,"Winter Haven, FL","Miami, FL",2008.19,547,18.96
2023-04-26,"Cape Coral, FL","Washington, DC",680.51,438,7.95
2023-10-09,"Anchorage, AK","Portland, OR",4973.92,934,48.21
2023-06-04,"Nashua, NH","Eugene, OR",1101.73,425,13.46
2023-09-15,"Las Vegas, NV","Orlando, FL",2408.99,907,30.54
2023-05-25,"Knoxville, TN","Providence, RI",2604.25,627,30.63
2023-07-26,"South Bend, IN","Fort Collins, CO",3213.68,415,31.13
2024-01-31,"Myrtle Beach, SC","Savannah, GA",4376.48,150,38.48
2022-02-20,"Anchorage, AK","Raleigh, NC",2150.07,540,25.06
2021-12-09,"Arlington, TX","Glendale, AZ",1444.69,384,17.36
2020-03-31,"Charleston, SC","Springfield, MO",4709.66,822,50.18
2020-03-14,"Denver, CO","Toledo, OH",2845.89,915,31.46
2023-02-13,"Birmingham, AL","Reno, NV",3416.21,886,39.08
2023-11-11,"Baltimore, MD","Hartford, CT",2504.8,355,20.93
2020-05-07,"Detroit, MI","Peoria, IL",1839.63,291,17.23
2021-02-05,"Minneapolis, MN","Austin, TX",1218.03,867,16.55
2023-03-14,"Peoria, IL","Long Beach, CA",1168.23,495,10.24
2021-09-05,"Nashville, TN","Canton, OH",2252.1,344,24.99
2023-10-23,"Augusta, GA","Washington, DC",296.47,851,3.45
2022-04-23,"Orlando, FL","Tulsa, OK",764.0,852,10.31
2020-04-27,"Jacksonville, FL","Kansas City, MO",1312.89,55,15.46
2022-03-06,"Fayetteville, NC","York, PA",1033.41,585,9.27
2022-03-17,"Birmingham, AL","Winter Haven, FL",3528.86,325,37.92
2021-04-06,"Charlotte, NC","San Jose, CA",4222.36,267,66.72
2023-06-22,"Shreveport, LA","Springfield, MO",4511.29,371,62.92
2020-02-15,"Lexington, KY","Houston, TX",3539.38,684,47.24
2020-07-02,"Portland, OR","Cleveland, OH",4303.84,333,45.57
2022-01-29,"Manhattan, NY","Enterprise, NV",2528.04,539,33.65
2022-11-03,"Palm Bay, FL","Harrisburg, PA",3356.1,322,29.8
2020-11-05,"Fort Collins, CO","Tulsa, OK",4481.99,325,43.95
2022-07-20,"Cincinnati, OH","New York, NY",4798.97,718,48.95
2021-03-02,"Fresno, CA","Washington, DC",121.87,363,1.17
2022-05-09,"Eugene, OR","Hialeah, FL",2551.77,895,34.89
2020-01-14,"Mobile, AL","Toledo, OH",1794.68,174,23.1
2022-10-03,"Minneapolis, MN","Anaheim, CA",3205.69,354,44.36
2021-08-28,"Cincinnati, OH","Staten Island, NY",118.72,989,1.18
2021-07-25,"Ogden, UT","Jersey City, NJ",324.76,921,3.28
2020-09-08,"Irving, TX","Boise, ID",693.49,303,8.82
2023-09-09,"St. Paul, MN","Irving, TX",1728.74,599,15.64
2020-09-24,"Queens, NY","Enterprise, NV",831.96,929,13.2
2020-11-25,"Youngstown, OH","Victorville, CA",592.38,315,7.3
2022-12-26,"New Haven, CT","Birmingham, AL",2002.21,201,27.31
2021-09-05,"Pittsburgh, PA","Syracuse, NY",213.26,580,2.85
2021-07-23,"Tucson, AZ","Dallas, TX",2700.85,214,29.91
2020-11-11,"Corpus Christi, TX","Concord, NC",437.32,335,6.73
2020-01-22,"Bakersfield, CA","Montgomery, AL",2888.18,261,34.87
2021-08-11,"Wilmington, NC","Kansas City, MO",766.94,101,10.21
2022-09-08,"Gilbert, AZ","Corpus Christi, TX",2647.06,352,37.77
2022-08-25,"Minneapolis, MN","Denver, CO",362.02,531,3.06
2021-05-17,"Baltimore, MD","Dayton, OH",521.47,854,5.53
2021-01-23,"San Diego, CA","Dayton, OH",1084.19,101,11.73
2022-11-09,"Modesto, CA","Deltona, FL",443.38,345,4.97
2021-01-14,"Nashua, NH","New York, NY",4913.88,321,70.44
2023-09-04,"Philadelphia, PA","Houston, TX",4983.62,721,56.23
2021-08-01,"Rochester, NY","Durham, NC",434.07,724,5.09
2022-05-14,"Antioch, CA","Irving, TX",3954.76,145,52.11
2022-09-14,"El Paso, TX","Columbus, GA",3657.84,814,38.57
2021-05-01,"Myrtle Beach, SC","Rockford, IL",1906.37,753,20.85
2020-05-18,"Bonita Springs, FL","Springfield, MO",4037.63,166,40.32
2021-05-20,"Tucson, AZ","Bronx, NY",1856.58,846,20.66
2020-07-09,"Oklahoma City, OK","Omaha, NE",4503.2,820,71.35
2021-09-10,"Canton, OH","Birmingham, AL",4505.65,524,60.38
2020-01-26,"Columbus, GA","Savannah, GA",4541.95,87,39.26
2021-04-07,"Colorado Springs, CO","Bronx, NY",4448.26,304,51.62
2022-11-20,"Oakland, CA","Asheville, NC",296.18,927,2.79
2023-09-14,"Port St. Lucie, FL","New Haven, CT",1906.85,613,23.68
2022-09-05,"Washington, DC","Shreveport, LA",3156.09,58,31.42
2020-10-03,"Fayetteville, AR","Rochester, NY",1455.12,804,12.77
2020-03-03,"Allentown, PA","Fort Wayne, IN",3709.78,661,39.48
2023-05-01,"Staten Island, NY","Houston, TX",4006.65,789,56.63
2020-04-04,"Denver, CO","Chicago, IL",4305.45,721,39.42
2023-11-23,"Newark, NJ","Austin, TX",2683.26,476,44.66
2020-08-10,"Arlington, VA","Grand Rapids, MI",4258.66,451,50.38
2021-07-12,"Arlington, TX","Boston, MA",3655.82,338,35.9
2021-03-06,"Riverside, CA","New Orleans, LA",2392.73,143,26.47
2023-03-03,"Manhattan, NY","Boston, MA",3931.79,65,33.66
2021-06-12,"Pittsburgh, PA","Long Beach, CA",2339.46,808,37.78
2022-09-07,"Houston, TX","Savannah, GA",1881.95,356,24.26
2020-06-01,"New Haven, CT","Modesto, CA",1171.46,426,15.28
2022-09-23,"Norfolk, VA","Tucson, AZ",757.82,678,6.43
2020-01-18,"Savannah, GA","Akron, OH",4205.22,365,57.63
2020-09-22,"Asheville, NC","Fort Collins, CO",821.6,419,9.25
2022-02-26,"Kansas City, MO","Bonita Springs, FL",3283.06,513,29.8
2022-07-27,"New Orleans, LA","Oxnard, CA",3830.55,917,41.43
2021-09-01,"Mission Viejo, CA","Chesapeake, VA",4872.68,922,60.08
2021-10-19,"Toledo, OH","Wilmington, NC",4536.27,958,42.49
2022-09-23,"Trenton, NJ","Corpus Christi, TX",1285.23,393,15.37
2021-10-26,"St. Louis, MO","Norfolk, VA",4072.76,278,44.53
2021-02-17,"Dallas, TX","Newark, NJ",3272.62,397,36.74
2023-12-24,"Springfield, MO","Dayton, OH",2035.16,598,18.77
2021-12-15,"Brooklyn, NY","Springfield, MO",1223.49,840,11.88
2022-11-04,"Syracuse, NY","Augusta, GA",508.2,871,4.64
2021-01-09,"Brooklyn, NY","Port St. Lucie, FL",3986.25,547,33.31
2020-03-14,"Fayetteville, NC","Memphis, TN",2109.71,837,22.48
2021-11-05,"McAllen, TX","Fayetteville, AR",2346.78,594,23.59
2023-08-05,"Staten Island, NY","Chattanooga, TN",2161.31,674,23.03
2021-01-29,"Des Moines, IA","San Antonio, TX",2808.98,472,28.49
2022-04-13,"Tucson, AZ","San Jose, CA",1073.89,675,12.36
2021-07-28,"Long Beach, CA","Nashville, TN",1495.18,165,24.74
2022-11-20,"Springfield, MA","Winston-Salem, NC",4921.37,322,76.0
2022-08-20,"Gilbert, AZ","Laredo, TX",111.96,347,1.43
2020-12-11,"Phoenix, AZ","San Antonio, TX",1175.46,950,10.95
2020-03-03,"Deltona, FL","Baton Rouge, LA",1020.85,722,14.27
2023-10-06,"North Las Vegas, NV","Detroit, MI",3776.75,289,34.99
2022-07-05,"Oxnard, CA","Chula Vista, CA",2894.92,142,44.97
2022-02-16,"Cleveland, OH","Bonita Springs, FL",2891.44,410,37.88
2020-03-05,"Rock Hill, SC","Tulsa, OK",4395.25,263,50.6
2020-01-11,"Manhattan, NY","Mission Viejo, CA",1159.56,373,13.85
2023-08-04,"Huntsville, AL","Charleston, SC",4390.94,781,37.19
2021-01-22,"Chandler, AZ","Fort Worth, TX",2523.26,828,27.74
2024-01-25,"Columbus, GA","New Haven, CT",4635.7,878,39.67
2020-08-05,"Baton Rouge, LA","Albany, NY",4365.63,396,37.93
2020-06-01,"Fort Collins, CO","Las Vegas, NV",4067.03,744,48.24
2020-12-26,"Trenton, NJ","Greenville, SC",3839.89,156,34.74
2021-04-07,"Tulsa, OK","Queens, NY",4550.18,648,51.09
2021-07-26,"Jackson, MS","Tampa, FL",3375.74,198,51.35
2022-02-11,"Toledo, OH","Madison, WI",4688.04,379,41.44
2021-09-17,"Round Lake Beach, IL","Rock Hill, SC",166.0,932,2.36
2023-09-08,"San Jose, CA","Dayton, OH",4141.8,960,49.21
2022-11-22,"Glendale, AZ","Gulfport, MS",2808.06,463,32.44
2023-08-19,"Spokane, WA","Glendale, AZ",2553.74,732,22.4
2023-04-25,"Springfield, MO","Pittsburgh, PA",1368.49,533,16.33
2022-03-27,"Fayetteville, NC","Chicago, IL",910.55,993,7.75
2022-01-31,"Port St. Lucie, FL","Shreveport, LA",2097.33,986,26.76
2023-01-12,"Spokane, WA","Fremont, CA",3811.82,457,43.93
2020-03-31,"Nashville, TN","York, PA",3526.57,710,34.98
2023-01-17,"Manhattan, NY","Dayton, OH",3461.08,643,31.95
2022-04-10,"Lincoln, NE","Rock Hill, SC",3212.8,651,30.68
2022-09-26,"Tampa, FL","Fort Collins, CO",516.76,936,4.34
2020-10-11,"Irvine, CA","Irving, TX",2152.56,520,20.82
2022-10-06,"Albany, NY","Queens, NY",986.85,306,9.32
2023-11-07,"Kissimmee, FL","Allentown, PA",3249.64,254,43.52
2022-01-13,"Lansing, MI","Lexington, KY",4526.71,783,63.2
2021-07-17,"Akron, OH","Peoria, IL",4691.46,83,70.72
2022-06-20,"Jackson, MS","Baltimore, MD",1641.4,257,19.52
2022-07-29,"Antioch, CA","Denver, CO",4367.73,641,36.67
2021-07-25,"Norfolk, VA","Chicago, IL",1873.32,350,23.44
2022-09-07,"Fargo, ND","Provo, UT",1199.25,263,17.31
2020-04-17,"Springfield, MO","Eugene, OR",3631.65,802,31.21
2022-09-06,"Victorville, CA","North Las Vegas, NV",1858.42,607,22.07
2023-08-26,"Port St. Lucie, FL","Ogden, UT",3523.32,731,44.12
2021-06-07,"Savannah, GA","Fort Collins, CO",3981.35,616,34.49
2020-01-13,"St. Petersburg, FL","Aguadilla, PR",2809.71,207,36.74
2021-08-26,"Winter Haven, FL","Salt Lake City, UT",3956.0,672,47.14
2020-05-02,"New York, NY","Reno, NV",623.7,341,8.1
2021-10-20,"Cape Coral, FL","Los Angeles, CA",3880.87,971,47.28
2022-03-27,"Fresno, CA","Toledo, OH",2264.35,375,20.0
2024-01-05,"Kansas City, MO","Lancaster, PA",3380.89,103,44.16
2023-03-25,"Fremont, CA","San Jose, CA",321.43,568,3.42
2020-02-22,"Gulfport, MS","San Antonio, TX",3901.37,521,60.61
2020-08-13,"Oakland, CA","Appleton, WI",347.23,692,5.33
2022-08-15,"Lakeland, FL","Lubbock, TX",1608.04,646,13.9
2022-09-25,"Knoxville, TN","Santa Clarita, CA",4670.02,385,40.8
2020-06-17,"Palm Bay, FL","Provo, UT",2853.45,283,36.81
2020-03-16,"Enterprise, NV","Portland, OR",3139.87,230,43.69
2022-08-05,"Columbus, OH","Enterprise, NV",1422.38,517,13.05
2022-08-06,"Cape Coral, FL","Denton, TX",560.55,121,5.83
2020-04-02,"Seattle, WA","Wilmington, NC",4592.44,200,54.47
2022-05-19,"Irving, TX","Ogden, UT",2651.36,966,26.78
2023-11-01,"Denver, CO","Myrtle Beach, SC",1177.75,903,11.64
2021-01-06,"Arlington, VA","Phoenix, AZ",645.65,869,10.7
2023-04-14,"Winston-Salem, NC","Mobile, AL",4850.87,343,69.08
2023-02-12,"Albany, NY","Allentown, PA",718.89,468,6.86
2020-04-23,"Columbia, SC","Houston, TX",4582.17,178,74.66
2021-03-09,"Winston-Salem, NC","Huntsville, AL",3084.59,651,29.98
2021-02-16,"Staten Island, NY","Nashville, TN",524.2,139,5.52
2023-09-28,"Peoria, IL","Tucson, AZ",1458.9,329,13.19
2022-10-16,"Appleton, WI","Bonita Springs, FL",1959.21,816,27.59
2023-04-20,"Honolulu, HI","Providence, RI",568.86,372,5.55
2023-05-03,"Augusta, GA","Akron, OH",4283.91,183,57.57
2021-11-29,"Boise, ID","Toledo, OH",1220.95,96,17.8
2023-11-06,"Lincoln, NE","Madison, WI",2267.12,499,24.3
2021-02-20,"Bremerton, WA","Fresno, CA",780.95,765,7.21
2022-10-30,"Lancaster, PA","Lexington, KY",4890.17,422,64.4
2020-04-05,"New Haven, CT","Akron, OH",2524.54,268,21.74
2022-10-12,"Fayetteville, AR","Atlanta, GA",638.66,877,6.69
2020-01-24,"Riverside, CA","Fort Worth, TX",3207.42,513,27.55
2021-07-26,"Hialeah, FL","Indianapolis, IN",3987.4,257,40.43
2020-08-12,"Chula Vista, CA","Fremont, CA",3953.33,915,33.36
2023-11-22,"Reno, NV","Huntsville, AL",3785.44,372,59.05
2021-01-02,"Indio, CA","Lincoln, NE",610.9,463,5.5
2021-03-22,"Pittsburgh, PA","Jacksonville, FL",4635.05,500,65.65
2023-06-29,"Charlotte, NC","Flint, MI",1405.72,360,15.25
2021-02-28,"Virginia Beach, VA","Bridgeport, CT",4517.28,564,37.68
2021-11-24,"Tucson, AZ","Baltimore, MD",4865.24,989,60.81
2022-05-17,"Fort Worth, TX","Mobile, AL",1952.21,423,28.84
2022-01-24,"Grand Rapids, MI","Spokane, WA",908.2,477,13.81
2020-01-23,"Kissimmee, FL","Lakeland, FL",2349.47,761,20.06
2023-03-03,"Anchorage, AK","Bonita Springs, FL",4686.18,609,50.09
2022-07-09,"San Francisco, CA","Jackson, MS",4723.51,669,57.76
2020-10-01,"Tulsa, OK","New Orleans, LA",3056.04,817,28.3
2021-03-15,"San Antonio, TX","Dallas, TX",2368.52,813,28.01
2020-04-13,"Lubbock, TX","Savannah, GA",4078.99,832,54.99
2023-12-04,"Canton, OH","Sacramento, CA",3827.45,216,43.22
2023-05-13,"Augusta, GA","Philadelphia, PA",2669.37,441,32.77
2023-03-26,"Corpus Christi, TX","Fort Worth, TX",3011.06,806,28.36
2023-01-05,"Poughkeepsie, NY","Modesto, CA",452.12,842,5.65
2022-04-01,"Milwaukee, WI","York, PA",1350.42,723,18.97
2023-03-31,"Los Angeles, CA","Youngstown, OH",260.65,551,4.27
2023-01-21,"Rochester, NY","El Paso, TX",4356.1,473,50.53
2020-12-05,"Lansing, MI","Montgomery, AL",2927.14,795,25.72
2023-04-03,"Lafayette, LA","Greensboro, NC",1926.61,853,26.94
2022-11-09,"Rockford, IL","Harrisburg, PA",4674.64,98,39.05
2020-08-05,"Minneapolis, MN","Omaha, NE",1569.69,296,18.08
2020-01-06,"Lancaster, PA","Raleigh, NC",150.4,158,2.24
2021-01-12,"Salem, OR","Richmond, VA",3891.29,782,38.57
2022-04-20,"Lakeland, FL","Tucson, AZ",2554.08,370,21.63
2022-05-23,"Norfolk, VA","Chandler, AZ",1134.96,874,11.86
2020-10-27,"Syracuse, NY","Memphis, TN",1942.14,937,16.29
2023-12-27,"Tallahassee, FL","Minneapolis, MN",4133.34,82,47.08
2023-11-10,"Gulfport, MS","Lancaster, PA",3366.05,546,32.86
2020-06-17,"Fort Worth, TX","Staten Island, NY",2049.26,106,17.45
2021-02-01,"Springfield, MA","Eugene, OR",4289.57,386,45.72
2022-04-24,"Madison, WI","Salt Lake City, UT",2898.88,509,27.14
2023-06-23,"Birmingham, AL","Minneapolis, MN",394.79,862,3.61
2022-07-25,"Fresno, CA","Concord, CA",4866.42,489,51.03
2023-05-10,"Henderson, NV","Milwaukee, WI",3330.88,322,29.18
2023-09-05,"Irving, TX","Miami, FL",1046.4,692,10.14
2020-10-06,"Oakland, CA","Norfolk, VA",2171.68,284,18.57
2020-01-17,"Youngstown, OH","Fort Wayne, IN",1101.24,826,17.86
2023-12-22,"Antioch, CA","Aguadilla, PR",4606.83,720,57.61
2022-10-29,"Fremont, CA","Hialeah, FL",2141.66,993,23.0
2020-06-20,"Victorville, CA","Appleton, WI",3395.27,523,56.5
2021-09-20,"St. Paul, MN","Bonita Springs, FL",3492.5,539,43.65
2021-07-24,"Lexington, KY","Newark, NJ",3179.79,590,47.05
2021-07-02,"Peoria, IL","Springfield, MA",4626.1,239,56.26
2020-09-08,"Irving, TX","Dallas, TX",4116.59,179,36.02
2023-05-06,"Reading, PA","Riverside, CA",4008.36,683,39.78
2023-07-25,"Brooklyn, NY","Jersey City, NJ",2355.14,691,22.77
2022-02-21,"Santa Clarita, CA","Queens, NY",4285.31,555,42.32
2020-06-13,"Fresno, CA","New Haven, CT",375.46,153,4.27
2020-12-12,"McAllen, TX","Bronx, NY",782.78,768,7.71
2022-12-09,"Fort Collins, CO","Savannah, GA",1402.76,451,17.02
2021-04-25,"Greensboro, NC","Chattanooga, TN",4471.27,588,68.51
2023-07-06,"Ogden, UT","Rockford, IL",2768.3,565,29.41
2021-10-05,"Reading, PA","Grand Rapids, MI",4248.94,244,42.46
2020-11-07,"Hartford, CT","Chula Vista, CA",3222.2,824,32.64
2020-01-20,"Charleston, SC","New Haven, CT",3853.83,64,37.12
2023-05-11,"Port St. Lucie, FL","Chesapeake, VA",2864.84,876,28.16
2022-01-18,"Shreveport, LA","Rochester, NY",3065.73,875,37.26
2021-06-22,"Kansas City, MO","Bronx, NY",3924.77,389,45.15
2020-11-27,"Concord, CA","Kansas City, MO",3017.12,680,49.48
2022-05-18,"Eugene, OR","San Juan, PR",2171.38,998,18.66
2020-01-02,"Killeen, TX","Deltona, FL",1422.07,426,22.79
2020-07-28,"Jackson, MS","Colorado Springs, CO",3344.41,226,44.14
2020-08-27,"Indianapolis, IN","Appleton, WI",2006.6,673,18.18
2020-02-28,"Sacramento, CA","Pittsburgh, PA",2635.8,869,25.81
2022-08-06,"Durham, NC","Bronx, NY",242.7,298,2.25
2022-12-11,"Pensacola, FL","San Juan, PR",1611.01,831,14.96
2020-02-03,"Laredo, TX","Dayton, OH",3353.78,397,38.5
2022-01-04,"Santa Clarita, CA","Henderson, NV",2770.63,327,23.63
2021-04-28,"Oklahoma City, OK","Fayetteville, NC",4646.07,887,59.86
2023-03-25,"Austin, TX","Mission Viejo, CA",451.88,204,7.51
2022-03-07,"Pittsburgh, PA","Irving, TX",3865.8,252,44.84
2022-09-19,"Trenton, NJ","Green Bay, WI",721.21,627,9.27
2020-11-29,"Wilmington, NC","Denver, CO",4319.57,579,44.77
2023-03-21,"Aguadilla, PR","Round Lake Beach, IL",2652.59,478,24.14
2023-10-07,"Wichita, KS","Albuquerque, NM",1539.16,622,18.93
2021-01-14,"Deltona, FL","Grand Rapids, MI",3882.73,100,46.67
2021-11-02,"Newark, NJ","Riverside, CA",2452.47,780,20.61
2021-09-22,"Detroit, MI","Bremerton, WA",741.89,208,7.16
2023-05-10,"Cleveland, OH","Memphis, TN",3424.44,242,41.48
2021-08-17,"St. Louis, MO","Buffalo, NY",4323.1,360,53.2
2020-07-04,"Manhattan, NY","Wilmington, NC",2116.39,230,30.85
2023-01-10,"Eugene, OR","Greenville, SC",3640.4,884,34.05
2021-01-30,"Baton Rouge, LA","Oxnard, CA",1166.36,520,11.26
2020-04-12,"Garland, TX","Lexington, KY",4424.04,58,39.72
2022-05-08,"Bridgeport, CT","Norfolk, VA",993.75,50,11.12
2022-06-23,"St. Louis, MO","Asheville, NC",2174.05,947,30.17
2023-08-24,"Long Beach, CA","Bremerton, WA",2582.98,716,37.59
2021-02-21,"Bakersfield, CA","El Paso, TX",969.57,286,14.35
2021-12-11,"Chandler, AZ","Queens, NY",4119.21,617,44.86
2022-02-10,"Indio, CA","Pittsburgh, PA",4701.53,620,51.85
2022-11-25,"Las Vegas, NV","Grand Rapids, MI",2764.44,383,24.68
2023-08-13,"Nashua, NH","Pittsburgh, PA",2197.14,589,22.84
2022-08-03,"Jersey City, NJ","Corpus Christi, TX",3421.58,827,30.45
2021-04-15,"Glendale, AZ","Ann Arbor, MI",453.96,983,4.08
2023-05-01,"Salem, OR","Albany, NY",4792.05,708,74.16
2022-11-11,"Modesto, CA","Montgomery, AL",2503.27,621,24.81
2023-05-07,"Honolulu, HI","Killeen, TX",3408.65,121,45.4
2022-01-27,"Concord, NC","Albany, NY",248.13,392,2.59
2023-10-30,"Columbus, GA","York, PA",1444.6,516,14.42
2022-08-25,"Mission Viejo, CA","San Antonio, TX",2315.87,345,32.18
2020-11-18,"Chandler, AZ","Chattanooga, TN",4790.35,817,65.71
2020-02-04,"Garland, TX","Birmingham, AL",1233.85,278,10.68
2022-07-23,"South Bend, IN","Peoria, IL",2186.88,956,18.96
2020-01-07,"Glendale, AZ","Columbus, OH",699.03,266,6.69
2021-10-29,"San Antonio, TX","Bonita Springs, FL",2739.16,432,37.63
2020-11-04,"Las Vegas, NV","Detroit, MI",4226.59,782,36.59
2020-07-02,"Winter Haven, FL","Springfield, MO",4511.95,786,44.46
2022-10-25,"Denton, TX","San Antonio, TX",2347.82,364,22.87
2020-01-03,"Fort Wayne, IN","Laredo, TX",3572.96,195,49.55
2021-12-23,"North Las Vegas, NV","Greenville, SC",1639.51,416,23.75
2021-02-16,"Jersey City, NJ","Scottsdale, AZ",3675.73,567,34.0
2022-11-08,"Anchorage, AK","Bakersfield, CA",1932.13,492,28.55
2022-06-13,"Sacramento, CA","Columbus, GA",2347.37,563,25.82
2021-07-17,"Mission Viejo, CA","Austin, TX",1509.1,642,23.99
2021-11-01,"Chattanooga, TN","Lincoln, NE",1202.7,574,11.76
2023-03-20,"Enterprise, NV","Charlotte, NC",1283.38,207,15.03
2022-11-23,"Washington, DC","San Diego, CA",2701.68,621,38.83
2023-01-02,"Corpus Christi, TX","Harrisburg, PA",3300.2,371,31.01
2023-12-02,"Antioch, CA","Grand Rapids, MI",3882.76,126,40.04
2020-01-07,"Norfolk, VA","Stockton, CA",3309.4,891,46.41
2020-09-09,"Tallahassee, FL","Henderson, NV",1564.11,908,17.9
2020-01-10,"Salt Lake City, UT","Appleton, WI",1416.86,713,12.44
2021-03-07,"Nashville, TN","Bronx, NY",1582.24,975,24.05
2023-07-01,"Jacksonville, FL","Garland, TX",3647.4,170,47.95
2021-10-08,"Minneapolis, MN","Chandler, AZ",3575.1,857,46.21
2020-01-31,"Enterprise, NV","El Paso, TX",4673.25,120,61.56
2021-07-02,"Lakeland, FL","Aguadilla, PR",1830.14,840,19.08
2022-06-30,"Colorado Springs, CO","Columbus, GA",3912.78,614,46.62
2021-05-31,"Deltona, FL","Denver, CO",4917.42,489,69.2
2024-01-15,"Oakland, CA","Harrisburg, PA",4789.29,484,61.41
2020-05-11,"Syracuse, NY","Lafayette, LA",2940.14,366,33.08
2023-03-02,"Tallahassee, FL","Charleston, SC",3043.85,50,30.2
2020-03-08,"Lubbock, TX","Denver, CO",157.99,573,2.43
2021-10-01,"Santa Ana, CA","Denton, TX",1538.27,174,15.83
2023-05-26,"Winston-Salem, NC","Salt Lake City, UT",2847.31,889,38.61
2022-01-29,"Miami, FL","Port St. Lucie, FL",1001.92,941,13.44
2023-04-07,"Boston, MA","Pensacola, FL",4587.66,142,51.52
2020-07-02,"Wichita, KS","Des Moines, IA",234.33,662,3.13
2023-08-12,"Charlotte, NC","Memphis, TN",2314.27,308,32.46
2022-10-10,"Mesa, AZ","Lancaster, PA",205.55,434,1.89
2022-09-14,"Spokane, WA","Washington, DC",1502.22,98,14.31
2023-04-10,"Santa Rosa, CA","McAllen, TX",2779.21,331,32.2
2021-05-15,"Portland, OR","Shreveport, LA",3896.43,471,32.6
2020-12-14,"Davenport, IA","Cape Coral, FL",286.79,193,3.76
2021-11-30,"Brooklyn, NY","Henderson, NV",802.7,117,10.45
2022-08-15,"Deltona, FL","Anchorage, AK",2652.81,175,32.79
2020-10-01,"Hialeah, FL","Augusta, GA",3639.37,326,51.76
2023-07-09,"San Antonio, TX","Gulfport, MS",328.86,197,3.1
2022-09-12,"New Orleans, LA","Oxnard, CA",3793.79,360,38.51
2022-10-05,"Stockton, CA","Hialeah, FL",3714.47,619,40.76
2022-02-05,"Syracuse, NY","Dayton, OH",3018.59,54,32.88
2022-06-16,"St. Paul, MN","Colorado Springs, CO",3651.12,132,33.47
2022-07-31,"Salem, OR","Lexington, KY",3948.58,623,36.79
2020-12-19,"Brooklyn, NY","Colorado Springs, CO",365.87,550,3.81
2023-06-19,"Oxnard, CA","Phoenix, AZ",1022.66,866,8.83
2022-04-11,"Cincinnati, OH","Chicago, IL",3891.81,368,55.7
2021-10-25,"Shreveport, LA","Santa Clarita, CA",1485.51,467,14.13
2020-11-02,"Lafayette, LA","Poughkeepsie, NY",419.48,599,3.52
2023-01-06,"Bonita Springs, FL","Myrtle Beach, SC",4869.18,306,47.67
2022-09-28,"Chicago, IL","Concord, CA",2576.7,328,36.42
2022-06-25,"Trenton, NJ","Fort Collins, CO",1131.14,699,10.75
2022-04-30,"Detroit, MI","Trenton, NJ",3905.43,435,54.91
2022-04-17,"Jersey City, NJ","Mesa, AZ",2857.1,359,24.85
2021-04-07,"Greenville, SC","Appleton, WI",4466.12,487,57.13
2022-01-25,"Oklahoma City, OK","Raleigh, NC",322.56,679,4.13
2022-09-30,"Canton, OH","Detroit, MI",1811.61,784,19.16
2021-10-25,"Kansas City, MO","Modesto, CA",2961.89,462,43.49
2021-09-05,"Santa Ana, CA","Chattanooga, TN",3308.49,742,30.31
2021-04-06,"Ogden, UT","Harrisburg, PA",2034.71,473,22.75
2020-12-24,"Anaheim, CA","Peoria, IL",2759.62,635,42.94
2022-02-27,"Portland, OR","San Juan, PR",3931.51,695,34.5
2023-09-18,"Denver, CO","Houston, TX",3086.59,274,46.44
2021-06-14,"Jersey City, NJ","Sacramento, CA",4472.65,160,51.1
2021-05-19,"Baton Rouge, LA","Richmond, VA",107.69,628,1.15
